Offset(V)          Name                    PID   PPID   Thds     Hnds   Sess  Wow64 Start                          Exit                          
------------------ -------------------- ------ ------ ------ -------- ------ ------ ------------------------------ ------------------------------
0xffffbe8e71087040 System                    4      0    151        0 ------      0 2020-09-19 01:24:07 UTC+0000                                 
0xffffbe8e710a6080 Registry                 92      4      4        0 ------      0 2020-09-19 01:24:04 UTC+0000                                 
0xffffbe8e71d6d040 smss.exe                312      4      2        0 ------      0 2020-09-19 01:24:07 UTC+0000                                 
0xffffbe8e74467140 csrss.exe               424    416     10        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e74519080 wininit.exe             500    416      1        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e74575080 services.exe            616    500      7        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e74fab080 lsass.exe               656    500     11        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e7560d240 svchost.exe             764    616     28        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e75611180 fontdrvhost.ex          784    500      5        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e75648240 svchost.exe             884    616     17        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e75739240 svchost.exe             448    616     63        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e7573e2c0 svchost.exe             520    616     32        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e757762c0 svchost.exe             904    616     15        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e75778080 svchost.exe             968    616     23        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e7577a300 svchost.exe             988    616     18        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e757b22c0 svchost.exe            1096    616     19        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e757e42c0 svchost.exe            1136    616      4        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e75808240 svchost.exe            1148    616     17        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e758bd300 svchost.exe            1408    616     14        0      0      0 2020-09-19 01:24:08 UTC+0000                                 
0xffffbe8e75998240 svchost.exe            1576    616     14        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e7112d040 MemCompression         1816      4     54        0 ------      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e75a54300 svchost.exe            1896    616     12        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e710d6080 svchost.exe            2040    616      3        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e75aea2c0 svchost.exe            1032    616     10        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e75aef300 svchost.exe            1192    616      6        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e75bbc2c0 svchost.exe            2060    616      6        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e75c2c200 spoolsv.exe            2188    616     10        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e75c43240 svchost.exe            2248    616      9        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e74364280 vmtoolsd.exe           2364    616      9        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e75cdd300 VGAuthService.         2372    616      2        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e75cde080 wlms.exe               2396    616      2        0 ------      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e75ce0080 MsMpEng.exe            2404    616      9        0      0      0 2020-09-19 01:24:09 UTC+0000                                 
0xffffbe8e7600a280 dllhost.exe            2952    616     10        0      0      0 2020-09-19 01:24:11 UTC+0000                                 
